label,text,posneg,
TRUE,The federal government has 77 different means-tested social welfare programs.,TRUE,
half-true,To use money from the TARP fund in the manner that is being discussed by the White House and congressional Democrats would be a violation of the law.,TRUE,
barely-true,"Because George Holding doesnt live in the congressional district hes running for, he doesnt experience the same things that we are all experiencing.",TRUE,
mostly-true,Weve cut the deficit by two-thirds.,TRUE,
mostly-true,Says President Obama has never made a statement ... that he wanted a residual force left (in Iraq).,TRUE,
TRUE,I have returned money every year since taking office.,TRUE,
TRUE,"In the last 15 years, weve witnessed a dramatic expansion in the jailing of immigrants, from about 70,000 people detained annually to about 400,000.",TRUE,
FALSE,Says Maryellen OShaughnessy accepted campaign cash from indicted politician Jimmy Dimora.,FALSE,
mostly-true,"Palin ""fired Wasilla's Police Chief because he 'intimidated' her.""",TRUE,
barely-true,The CEO of Goldman Sachs let his employees know that hed be just fine with either Bush or Clinton.,TRUE,
barely-true,Republican leadership took the lead confirming Loretta Lynch as attorney general.,TRUE,
barely-true,"Its bad enough that (Stephen) Silberkraus appeared in a sexual fetish film where women were kidnapped from their homes and forced to live naked in kennels and trained to be pets. But when Silberkraus isnt acting in films that degrade women, hes stalking them in his personal time.",TRUE,
barely-true,"Says Hillary Clinton voted to raise taxes on workers earning as little as $41,500.",TRUE,
TRUE,"You know, the approval rating of Congress is down to 13 percent.",TRUE,
half-true,Says Rick Santorum funded Planned Parenthood.,TRUE,
barely-true,Schools in some states are spending up to 100 days a year doing test-prep or actual testing.,TRUE,
TRUE,"In Oregon, students are skipping math class to learn about the Bible.",TRUE,
TRUE,The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.,TRUE,
TRUE,"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.",TRUE,
half-true,Obama's liberal fiscal agenda: Over $874-billion in new spending.,TRUE,
half-true,Tommy Thompson made millions from corporations who outsource American jobs and now hes trying to lavish huge tax breaks on them.,TRUE,
FALSE,Georgia has a well-deserved reputation for setting the gold standard for food safety.,FALSE,
barely-true,I asked the unions to pay into their own health care insurance ... and they said I was being unreasonable. I requested that they contribute toward their own pensions ... and they screamed it was unfair.,TRUE,
mostly-true,We have created more jobs in this last year than the Bush administration (did) in eight years.,TRUE,
half-true,"After I had resigned or announced my resignation, I abolished -- I prohibited pay-to-play for people that had county or state contracts.",TRUE,
FALSE,"If lawmakers fail to avert the fiscal cliff, 18 percent of the federal money that is sent to the states will be eliminated.",FALSE,
TRUE,"In 2011, the average annual compensation for a teacher in the Milwaukee Public Schools system will exceed $100,000.",TRUE,
FALSE,Says U.S. Rep. Paul Ryans budget proposal eliminates Medicare in 10 years.,FALSE,
barely-true,Says there are fewer jobs in America today than when Barack Obama became president.,TRUE,
barely-true,Says U.S. Senate candidate Cory Gardner blocked immigration reform and voted to deport our DREAMers.,TRUE,
barely-true,Says PolitiFact validated and independently documented its criminal history claims about Adan Ballesteros.,TRUE,
mostly-true,Women make 77 cents for every dollar a man earns.,TRUE,
FALSE,About 800 people refused to get a drug screening because they are out there on drugs.,FALSE,
barely-true,Says Mitt Romney asked for a waiver from federal welfare rules.,TRUE,
FALSE,Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.,FALSE,
barely-true,Sen. Jack Reed cast the deciding vote in the Senate for the Affordable Care Act.,TRUE,
TRUE,David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence and child abuse.,TRUE,
FALSE,Bill White ...offered sanctuary to illegal immigrants.,FALSE,
barely-true,Says the Clintons burst through their own self-pronounced guidelines by acceptingforeign donations.There is a clip of Bill Clinton saying were not going to take foreign donations.,TRUE,
barely-true,"Overall we currently have $981 million, almost a billion dollars in active development projects right here in the City of Richmond.",TRUE,
half-true,"Sixty-two percent of all personal bankruptcies are ""caused by medical problems.""",TRUE,
barely-true,China has made enormous progress in its human rights. That is a fact recognized by all the people in the world.,TRUE,
pants-fire,Says the states Medicaid waiver proposal has languished in a file cabinet at the Centers for Medicare and Medicaid Services for more than two years.,FALSE,
mostly-true,"U.S. teenagers have now fallen behind their counterparts in Ireland, Poland and even Vietnam in math and science.",TRUE,
barely-true,Not one illness has been reported from raw milk in Texas in more than four years. A total of six illnesses have occurred in the last 20 years.,TRUE,
mostly-true,We have one of the highest percentages per capita of nonprofits in this state of any state in the union.,TRUE,
TRUE,The GOP platform that seeks further limits on abortion and is silent on an exception for rape has been there for more than 30 years.,TRUE,
barely-true,Says Supreme Court Justice Sonia Sotomayor has animmigrant family background.,TRUE,
FALSE,"Under the new Arizona immigration law, police can't stop someone to check their immigration status unless they think they see something illegal.",FALSE,
half-true,Mitt Romney supervised a company guilty of massive Medicare fraud.,TRUE,
mostly-true,"California gubernatorial candidate Steve Poizner, a Republican, ""gave $10,000 to Al Gore's recount"" effort in 2000.",TRUE,
half-true,Just remember this: the presidents health care bill put 30 million people on health care rolls that werent there before.,TRUE,
TRUE,Fox News uses photo of a married couple promoting traditional marriage and the photo is actually of a same-sex couple.,TRUE,
FALSE,"Every time we raise the minimum wage, the number of jobless people increases.",FALSE,
TRUE,Trump Management was charged with discriminating against African-Americans and breaking federal law.,TRUE,
half-true,China is or soon will be the largest English-speaking nation in the world.,TRUE,
TRUE,The National Park Service has an annual budget that is less than the city of Austin.,TRUE,
TRUE,It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity.,TRUE,
barely-true,"Congressman Jeff Denhamhas agreed all illegal immigrants should be detained, arrested and deported.",TRUE,
TRUE,"In 2011, more people were murdered with knives, hands or feet or clubs and hammers than with any type of rifle.",TRUE,
FALSE,"As governor, Tim Kaine oversaw a huge increase in illegal immigration, a tremendous increase.",FALSE,
mostly-true,Says Indiana Gov. Mike Pence provides zero state funding for homeless shelters.,TRUE,
FALSE,Virginias banning of felons from voting is a Jim Crow-era law.,FALSE,
FALSE,Weve broken by millions the all-time record for votes in a GOP presidential primary election.,FALSE,
FALSE,Only one out of 10 minimum wage workers today are teen age or a young person.,FALSE,
half-true,"Says Hillary Clintoninsists that when the progressive agenda encounters religious beliefs to the contrary, those beliefs have to be changed.",TRUE,
TRUE,SaysBernie Sanders has reversed his position on immunity for gun manufacturers and sellers.,TRUE,
mostly-true,There's not a major bill I know with Hillary's name on it.,TRUE,
TRUE,"The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin.",TRUE,
FALSE,Says we are going to sell this house and use the proceeds to stabilize rates.,FALSE,
barely-true,"Says 15,000 IRS employees have to be added to administer ObamaCare and look at the tax implications.",TRUE,
barely-true,"As a senator, Hillary Clinton actually paid female staffers a lot less than men.",TRUE,
pants-fire,"According to recent reports, a group of death panels organized under Obamacare ordered their first execution.",FALSE,
